vol,kod_kawasan,negeri,kawasan,uid,gelaran,nama,tahun_lahir,jantina,kumpulan_etnik,parti,jawatan_kabinet,jawatan_parlimen,gambar,new_key,birth_year
14,P004,Kedah,LANGKAWI,375,YB TUN DR.,MAHATHIR BIN MOHAMAD,1926.0,male,bumiputera,PEJUANG,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.004-Langkawi.png,0,1926
12,P064,Perak,Ipoh Timur,698,Y.B. Tuan,Lim Kit Siang,1941.0,male,chinese,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P064-IPOHTIMUR.jpg,1,1941
13,P162,Johor,Gelang Patah,698,YB Tuan,Lim Kit Siang,1941.0,male,chinese,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P162.jpg,1,1941
14,P162,Johor,ISKANDAR PUTERI,698,YB TUAN,LIM KIT SIANG,1941.0,male,chinese,PH - DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.162-ISKANDAR PUTERI.png,1,1941
12,P051,Pulau Pinang,Bukit Gelugor,848,Y.B. Tuan,Karpal Singh a/l Ram Singh,1941.0,male,other,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P051-BUKITGELUGOR1.jpg,2,1941
12,P032,Kelantan,Gua Musang,872,YBM Tan Sri,Tengku Razaleigh bin Tengku Hamzah,1937.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/TENGKURAZALIGH.JPG,3,1937
13,P032,Kelantan,Gua Musang,872,YB,Tengku Razaleigh Hamzah,1937.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P032.jpg,3,1937
14,P032,Kelantan,GUA MUSANG,872,YB TENGKU,RAZALEIGH HAMZAH,1937.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.032-GUA MUSANG.png,3,1937
12,P140,Johor,Segamat,985,Y.B. Datuk Seri Dr.,S. Subramaniam,1954.0,male,indian,BN - MIC,Menteri Sumber Manusia,,https://www.parlimen.gov.my/images/webuser/ahli/2010/subramaniam[1].jpg,4,1953
13,P140,Johor,Segamat,985,YB Datuk Seri Dr.,S. Subramaniam,1953.0,male,indian,BN - MIC,Menteri Kesihatan,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P140.jpg,4,1953
12,P126,Negeri Sembilan,Jelebu,991,Y.B. Dato' Seri Utama Dr.,Rais Bin Yatim,1943.0,male,bumiputera,BN - UMNO,"Menteri Penerangan, Komunikasi dan Kebudayaan",,https://www.parlimen.gov.my/images/webuser/ahli/2010/P126-JELEBU1.jpg,5,1943
12,P085,Pahang,Pekan,1216,YAB Dato' Sri Hj.,Mohd Najib bin Tun Hj. Abdul Razak,1954.0,male,bumiputera,BN - UMNO,"Perdana Menteri, Menteri Kewangan, dan Menteri Pembangunan Wanita, Keluarga dan Masyarakat",,https://www.parlimen.gov.my/images/webuser/ahli/2010/PM.jpg,6,1954
13,P085,Pahang,Pekan,1216,YAB Dato' Sri,Mohd. Najib bin Tun Haji Abdul Razak,1954.0,male,bumiputera,BN - UMNO,Perdana Menteri Malaysia/Menteri Kewangan,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P085.jpg,6,1954
14,P085,Pahang,PEKAN,1216,YB DATO' SRI,MOHD NAJIB BIN TUN ABD RAZAK,1954.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.085-PEKAN.png,6,1954
12,P067,Perak,Kuala Kangsar,1228,YB Tan Sri,Rafidah binti Abd. Aziz,1944.0,female,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/rafidah.aziz[1].jpg,7,1944
12,P114,WP Kuala Lumpur,Kepong,1238,Y.B. Dr.,Tan Seng Giaw,1943.0,male,chinese,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P114-KEPONG.jpg,8,1943
13,P114,WP Kuala Lumpur,Kepong,1238,YB Dr.,Tan Seng Giaw,1943.0,male,chinese,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P114.jpg,8,1943
14,P132,Negeri Sembilan,PORT DICKSON,1426,YB DATO' SERI,ANWAR BIN IBRAHIM,1947.0,male,bumiputera,PH - PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2018/YB Port Dickson.png,9,1947
15,P063,Perak,Tambun,1426,YAB Dato' Seri,Anwar bin Ibrahim,1947.0,male,bumiputera,PH,Perdana Menteri dan Menteri Kewangan,Ketua Majlis,https://www.parlimen.gov.my/images/webuser/ahli/2022/P063.png,9,1947
12,P087,Pahang,Kuala Krau,1613,YB Dato' Haji,Ismail bin Haji Mohamed Said,1966.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P087-KKRAU.jpg,10,1966
13,P087,Pahang,Kuala Krau,1613,YB Dato' Sri Haji,Ismail bin Mohamed Said,1966.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P087.jpg,10,1966
14,P087,Pahang,KUALA KRAU,1613,YB DATO' SRI DR. HAJI,ISMAIL BIN HAJI MOHAMED SAID,1966.0,male,bumiputera,BN - UMNO,Timbalan Menteri Dalam Negeri I,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.087-KUALA KRAU.png,10,1966
12,P213,Sarawak,Mukah,1644,Y.B. Dato' Sri Dr.,Muhammad Leo Micheal Toyad Abdullah,1951.0,male,bumiputera,BN - PBB,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P213-MUKAH.jpg,11,1950
13,P213,Sarawak,Mukah,1644,YB Tan Sri Dr.,Muhammad Leo Michael Toyad Abdullah,1950.0,male,bumiputera,BN - PBB,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P213.jpg,11,1950
12,P002,Perlis,Kangar,1663,YB Dato' Seri,Mohd Radzi bin Sheikh Ahmad,1942.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/mohd.radzi[1].jpg,12,1942
13,P003,Perlis,Arau,1665,YB Dato' Seri Dr.,Shahidan Bin Kassim,1952.0,male,bumiputera,BN - UMNO,Menteri Di Jabatan Perdana Menteri,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P003.jpg,13,1951
14,P003,Perlis,ARAU,1665,YB DATO' SERI DR.,SHAHIDAN BIN KASSIM,1952.0,male,bumiputera,BN - UMNO,Menteri Wilayah Persekutuan,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.003-Arau.png,13,1951
15,P003,Perlis,Arau,1665,YB Dato' Seri Dr.,Shahidan bin Kassim,1951.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P003.jpg,13,1951
13,P011,Kedah,Pendang,1676,YB Dato' Wira,Othman Bin Abdul,1951.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P011.jpg,14,1951
12,P022,Kelantan,Pasir Mas,1692,Y.B. Dato',Ibrahim Ali,1951.0,male,bumiputera,BEBAS,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P022-PASIRMAS.jpg,15,1951
12,P037,Terengganu,Marang,1712,YB Dato' Seri Haji,Abd. Hadi bin Awang,1947.0,male,bumiputera,PAS,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P037-MARANG.jpg,16,1947
13,P037,Terengganu,Marang,1712,YB Dato' Seri Haji,Abdul Hadi Awang,1947.0,male,bumiputera,PAS,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P037.jpg,16,1947
15,P037,Terengganu,Marang,1712,YB Tan Sri Dato' Seri Haji,Abdul Hadi bin Awang,1947.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P037.png,16,1947
12,P116,WP Kuala Lumpur,Wangsa Maju,1804,Y.B. Tuan,Wee Choo Keong,1954.0,male,chinese,BEBAS,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P116-WGSMAJU.jpg,17,1953
12,P123,WP Kuala Lumpur,Cheras,1825,Y.B. Tuan,Tan Kok Wai,1958.0,male,chinese,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P123-CHERAS.jpg,18,1957
13,P123,WP Kuala Lumpur,Cheras,1825,YB Tuan,Tan Kok Wai,1957.0,male,chinese,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P123.jpg,18,1957
14,P123,Kuala Lumpur,CHERAS,1825,YB TUAN,TAN KOK WAI,1957.0,male,chinese,PH - DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.123-CHERAS.png,18,1957
15,P123,Kuala Lumpur,Cheras,1825,YB Tuan,Tan Kok Wai,1957.0,male,chinese,PH,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P123.jpg,18,1957
12,P043,Pulau Pinang,Bagan,1839,Y.B. Tuan,Lim Guan Eng,1961.0,male,chinese,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P043-BAGAN.jpg,19,1961
13,P043,Pulau Pinang,Bagan,1839,YB Tuan,Lim Guan Eng,1961.0,male,chinese,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P043.jpg,19,1961
14,P043,Pulau Pinang,BAGAN,1839,YB TUAN,LIM GUAN ENG,1961.0,male,chinese,PH - DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.043-BAGAN.png,19,1961
15,P043,Pulau Pinang,Bagan,1839,YB Tuan,Lim Guan Eng,1961.0,male,chinese,PH,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P043.jpg,19,1961
14,P159,Johor,PASIR GUDANG,1860,YB TUAN,HASSAN BIN ABDUL KARIM,1951.0,male,bumiputera,PH - PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.159-PASIR GUDANG.png,20,1951
15,P159,Johor,Pasir Gudang,1860,YB Tuan,Hassan bin Abdul Karim,1951.0,male,bumiputera,PH,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P159.jpg,20,1951
12,P180,Sabah,Keningau,1895,Y.B. Datuk Seri Panglima,Joseph Pairin Kitingan,1941.0,male,bumiputera,BN - PBS,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P180-KENINGAU1.jpg,21,1941
12,P174,Sabah,Penampang,1898,Y.B. Tan Sri,Bernard Giluk Dompok,1950.0,male,bumiputera,BN - UPKO,"Menteri Perusahaan, Perladangan Dan Komoditi",,https://www.parlimen.gov.my/images/webuser/ahli/2010/bernard.giluk.dompok.jpg,22,1950
15,P216,Sarawak,Hulu Rajang,1958,YB Datuk,Ugak anak Kumbong,1962.0,male,bumiputera,GPS,Timbalan Menteri Digital,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P216.jpg,23,1962
12,P212,Sarawak,Sibu,1965,Y.B. Tuan,Wong Ho Leng,1943.0,male,chinese,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/Wong Ho Leng.jpg,24,1960
12,P009,Kedah,Alor Setar,1981,YB Datuk Seri,Chor Chee Heung,1955.0,male,chinese,BN - MCA,Menteri Perumahan Dan Kerajaan Tempatan,,https://www.parlimen.gov.my/images/webuser/ahli/2010/ALORSETAR.JPG,25,1955
12,P068,Perak,Beruas,2081,YB Dato',Ngeh Koo Ham,1962.0,male,chinese,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P068-BERUAS.jpg,26,1962
13,P068,Perak,Beruas,2081,YB Dato',Ngeh Koo Ham,1962.0,male,chinese,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P068.jpg,26,1962
14,P068,Perak,BERUAS,2081,YB DATO',NGEH KOO HAM,1962.0,male,chinese,PH - DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.068-BERUAS.png,26,1962
13,P078,Pahang,Cameron Highlands,2113,YB Datuk Seri,Palanivel a/l K. Govindasamy,1949.0,male,indian,BN - MIC,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P078.jpg,27,1949
12,P100,Selangor,Pandan,2119,Y.B. Dato' Sri,Ong Tee Keat,1957.0,male,chinese,BN - MCA,Nil,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P100-PANDAN1.jpg,28,1956
12,P120,WP Kuala Lumpur,Bukit Bintang,2128,Y.B. Tuan,Fong Kui Lun,1947.0,male,chinese,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P120-BKTBINTANG.jpg,29,1946
13,P120,WP Kuala Lumpur,Bukit Bintang,2128,YB Tuan,Fong Kui Lun,1947.0,male,chinese,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P120.jpg,29,1946
14,P120,Kuala Lumpur,BUKIT BINTANG,2128,YB TUAN,FONG KUI LUN,1947.0,male,chinese,PH - DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.120-BUKIT BINTANG.png,29,1946
15,P120,Kuala Lumpur,Bukit Bintang,2128,YB Tuan,Fong Kui Lun,1946.0,male,chinese,PH,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P120.png,29,1946
12,P159,Johor,Pasir Gudang,2187,Y.B. Dato' Seri,Mohamed Khaled bin Haji Nordin,1959.0,male,bumiputera,BN - UMNO,Menteri Pengajian Tinggi,,https://www.parlimen.gov.my/images/webuser/ahli/2010/mohamed.khaled.nordin[1].jpg,30,1959
12,P163,Johor,Kulai,2190,Y.B. Tan Sri,Ong Ka Ting,1957.0,male,chinese,BN - MCA,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/ong.ka.ting.jpg,31,1957
14,P188,Sabah,LAHAD DATU,2224,YB DATUK,MOHAMADDIN BIN KETAPI,1958.0,male,bumiputera,PBM,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/27.jpg,32,1958
12,P201,Sarawak,Batang Lupar,2230,Y.B. Datuk Hajah,Rohani binti Haji Abd. Karim,1955.0,female,bumiputera,BN - PBB,"Timbalan Menteri Perdagangan Dalam Negeri, Koperasi Dan Kepenggunaan",,https://www.parlimen.gov.my/images/webuser/ahli/2010/P201-BTGLUPAR.jpg,33,1955
13,P201,Sarawak,Batang Lupar,2230,YB Dato' Sri Hajah,Rohani binti Haji Abdul Karim,1955.0,female,bumiputera,BN - PBB,"Menteri Pembangunan Wanita, Keluarga dan Masyarakat",,https://www.parlimen.gov.my/images/webuser/ahli/2013/batang lupar.jpg,33,1955
14,P201,Sarawak,BATANG LUPAR,2230,YB DATO SRI HAJAH,ROHANI BINTI ABDUL KARIM,1955.0,female,bumiputera,GPS - PBB,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.201-BATANG LUPAR.png,33,1955
12,P196,Sarawak,Stampin,2232,Y.B. Dato',Yong Khoon Hian @ Yong Khoon Seng,1942.0,male,chinese,BN - SUPP,Timbalan Menteri Kerja Raya,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P196-STAMPIN.jpg,34,1942
12,P199,Sarawak,Serian,2236,Y.B. Datuk,Richard Riot Anak Jaem,1952.0,male,bumiputera,BN - SUPP,Timbalan Menteri Luar Negeri,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P199-SERIAN.jpg,35,1952
13,P199,Sarawak,Serian,2236,YB Dato' Sri,Richard Riot anak Jaem,1952.0,male,bumiputera,BN - SUPP,Menteri Sumber Manusia,,https://www.parlimen.gov.my/images/webuser/ahli/2013/YB Serian.jpg,35,1952
14,P199,Sarawak,SERIAN,2236,YB DATO' SRI (DR),RICHARD RIOT ANAK JAEM,1952.0,male,bumiputera,GPS - SUPP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.199-SERIAN.png,35,1952
12,P193,Sarawak,Santubong,2242,Y.B. Datuk Dr. Haji,Wan Junaidi bin Tuanku Jaafar,1946.0,male,bumiputera,BN - PBB,,Timbalan Yang di-Pertua Dewan Rakyat,https://www.parlimen.gov.my/images/webuser/ahli/2010/P193-SANTUBONG.jpg,36,1946
13,P193,Sarawak,Santubong,2242,YB Dato Sri Dr.,Wan Junaidi bin Tuanku Jaafar,1946.0,male,bumiputera,BN - PBB,Menteri Sumber Asli dan Alam Sekitar,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P193.jpg,36,1946
14,P193,Sarawak,SANTUBONG,2242,YB DATO SRI DR. HAJI,WAN JUNAIDI BIN TUANKU JAAFAR,1946.0,male,bumiputera,GPS - PBB,Menteri di Jabatan Perdana Menteri (Parlimen dan Undang-Undang),,https://www.parlimen.gov.my/images/webuser/ahli/2013/junaidi.jpg,36,1946
13,P205,Sarawak,Saratok,2254,YB Tan Sri,William Mawan Ikom,1950.0,male,bumiputera,BN,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P205.jpg,37,1950
12,P216,Sarawak,Hulu Rajang,2265,Y.B. Datuk,Billy Abit Joo,1950.0,male,bumiputera,BN - PRS,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P216-HLRAJANG.jpg,38,1950
12,P219,Sarawak,Miri,2273,Y.B. Dato' Sri,Peter Chin Fah Kui,1946.0,male,bumiputera,BN - SUPP,"Menteri Tenaga, Teknologi Hijau Dan Air",,https://www.parlimen.gov.my/images/webuser/ahli/2010/P219-MIRI.jpg,39,1946
12,P001,Perlis,Padang Besar,2289,YB Dato' Seri Haji,Azmi bin Khalid,1941.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P001-PDGBESAR1.jpg,40,1941
12,P030,Kelantan,Jeli,2333,YB Dato' Sri,Mustapa bin Mohamed,1951.0,male,bumiputera,BN - UMNO,Menteri Perdagangan Antarabangsa Dan Industri,,https://www.parlimen.gov.my/images/webuser/ahli/2010/JELI.JPG,41,1951
13,P030,Kelantan,Jeli,2333,YB Dato' Sri,Mustapa bin Mohamed,1951.0,male,bumiputera,BN - UMNO,Menteri Perdagangan Antarabangsa dan Industri,,https://www.parlimen.gov.my/images/webuser/ahli/2013/jeli.jpg,41,1951
14,P030,Kelantan,JELI,2333,YB DATO' SRI,MUSTAPA BIN MOHAMED,1951.0,male,bumiputera,BERSATU,Menteri di Jabatan Perdana Menteri (Ekonomi),,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.030-JELI.png,41,1951
12,P061,Perak,Padang Rengas,2368,YB Dato' Seri,Mohamed Nazri bin Tan Sri Abdul Aziz,1955.0,male,bumiputera,BN - UMNO,Menteri di Jabatan Perdana Menteri,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P061-PDGRENGAS1.jpg,42,1954
13,P061,Perak,Padang Rengas,2368,YB Dato' Seri,Mohamed Nazri Bin Abdul Aziz,1954.0,male,bumiputera,BN - UMNO,Menteri Pelancongan Dan Kebudayaan,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P061.jpg,42,1954
14,P061,Perak,PADANG RENGAS,2368,YB DATO' SERI,MOHAMED NAZRI BIN ABDUL AZIZ,1954.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.061-PADANG RENGAS.png,42,1954
12,P075,Perak,Bagan Datok,2393,YB Dato' Seri Dr.,Ahmad Zahid bin Hamidi,1953.0,male,bumiputera,BN - UMNO,Menteri Pertahanan,,https://www.parlimen.gov.my/images/webuser/ahli/2010/ahmad.zahid.hamidi[1].jpg,43,1953
13,P075,Perak,Bagan Datuk,2393,YAB Dato' Seri Dr.,Ahmad Zahid Bin Hamidi,1953.0,male,bumiputera,BN - UMNO,Timbalan Perdana Menteri / Menteri Dalam Negeri,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P075.jpg,43,1953
14,P075,Perak,BAGAN DATUK,2393,YB DATO' SERI DR.,AHMAD ZAHID BIN HAMIDI,1953.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.075-BAGAN DATUK.png,43,1953
13,P082,Pahang,Indera Mahkota,2404,YB Dato',Fauzi Abdul Rahman,1947.0,male,bumiputera,PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P082.jpg,44,1947
12,P081,Pahang,Jerantut,2411,YBM Dato' Seri,Tengku Azlan Ibni Almarhum Sultan Abu Bakar,1950.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P081-JERANTUT1.jpg,45,1950
12,P095,Selangor,Tanjong Karang,2416,Y.B. Datuk Seri Haji,Noh bin Haji Omar,1958.0,male,bumiputera,BN - UMNO,Menteri Pertanian Dan Industri Asas Tani,,https://www.parlimen.gov.my/images/webuser/ahli/2010/noh.omar[1].jpg,46,1958
13,P095,Selangor,Tanjong Karang,2416,YB Tan Sri,Noh Bin Haji Omar,1958.0,male,bumiputera,BN - UMNO,"Menteri Kesejahteraan Bandar, Perumahan dan Kerajaan Tempatan",,https://www.parlimen.gov.my/images/webuser/ahli/2013/P095.jpg,46,1958
14,P095,Selangor,TANJUNG KARANG,2416,YB TAN SRI,NOH BIN HAJI OMAR,1958.0,male,bumiputera,BN - UMNO,Menteri Pembangunan Usahawan dan Koperasi,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.095-TANJONG KARANG.png,46,1958
14,P116,Kuala Lumpur,WANGSA MAJU,2436,YB DATIN PADUKA DR.,TAN YEE KEW,1953.0,female,chinese,PH - PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.116-WANGSA MAJU.png,47,1953
13,P116,WP Kuala Lumpur,Wangsa Maju,2447,YB Dato' Dr.,Tan Kee Kwong,1947.0,male,chinese,PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P116.jpg,48,1947
12,P135,Melaka,Alor Gajah,2471,Y.B. Tan Sri Dr.,Fong Chan Onn,1944.0,male,chinese,BN - MCA,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/fong.chang.onn[1].jpg,49,1944
13,P113,Selangor,Sepang,2501,YB Tuan,Mohamed Hanipa Maidin,1969.0,male,bumiputera,AMANAH,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P113.jpg,50,1969
14,P113,Selangor,SEPANG,2501,YB TUAN,MOHAMED HANIPA BIN MAIDIN,1969.0,male,bumiputera,PH - AMANAH,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.113-SEPANG.png,50,1969
12,P190,Sabah,Tawau,2550,Y.B. Datuk,Chua Soon Bui,1955.0,female,chinese,SAPP,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P190-TAWAU.jpg,51,1955
12,P211,Sarawak,Lanang,2574,Y.B. Datuk,Tiong Thai King,1946.0,male,chinese,BN - SUPP,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P211-LANANG.jpg,52,1946
12,P220,Sarawak,Baram,2586,Y.B. Dato',Jacob Dungau Sagan,1947.0,male,bumiputera,BN - SPDP,Timbalan Menteri Perdagangan Antarabangsa Dan Industri,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P220-BARAM.jpg,53,1947
12,P029,Kelantan,Machang,2615,YB Dato',Saifuddin Nasution bin Ismail,1964.0,male,bumiputera,PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P029-MACHANG.jpg,54,1964
14,P018,Kedah,KULIM-BANDAR BAHARU,2615,YB DATUK SERI,SAIFUDDIN NASUTION BIN ISMAIL,1964.0,male,bumiputera,PH - PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.018-Kulim Bandar Baru.png,54,1964
12,P041,Pulau Pinang,Kepala Batas,2655,YB Tun Haji,Abdullah bin Haji Ahmad Badawi,1940.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P041-KEPALABATAS.jpg,55,1940
12,P045,Pulau Pinang,Bukit Mertajam,2661,Y.B. Puan,Chong Eng,1958.0,female,chinese,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P045-BUKITMERTAJAM.jpg,56,1958
12,P049,Pulau Pinang,Tanjong,2665,Y.B. Tuan,Chow Kon Yeow,1959.0,male,chinese,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P049-TANJONG.jpg,57,1958
14,P049,Pulau Pinang,TANJONG,2665,YB TUAN,CHOW KON YEOW,1959.0,male,chinese,PH - DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.049-TANJONG.png,57,1958
15,P046,Pulau Pinang,Batu Kawan,2665,YB Tuan,Chow Kon Yeow,1958.0,male,chinese,PH,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P046.png,57,1958
12,P066,Perak,Batu Gajah,2692,Y.B. Puan,Fong Po Kuan,1974.0,female,chinese,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P066-BTGAJAH.jpg,58,1974
12,P074,Perak,Lumut,2706,YB Dato' Seri,Kong Cho Ha,1951.0,male,chinese,BN - MCA,Menteri Pengangkutan,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P074-LUMUT.jpg,59,1951
13,P076,Perak,Telok Intan,2709,YB Datuk Seri,Mah Siew Keong,1961.0,male,chinese,BN - GERAKAN,Menteri Perusahaan Perladangan dan Komoditi,,https://www.parlimen.gov.my/images/webuser/ahli/2013/teluk intan.jpg,60,1962
12,P083,Pahang,Kuantan,2716,YB Puan Hajah,Fuziah binti Salleh,1960.0,female,bumiputera,PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P083-KUANTAN.jpg,61,1959
13,P083,Pahang,Kuantan,2716,YB Puan Hajah,Fuziah binti Salleh,1960.0,female,bumiputera,PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P083.jpg,61,1959
14,P083,Pahang,KUANTAN,2716,YB PUAN,FUZIAH BINTI SALLEH,1960.0,female,bumiputera,PH - PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.083-KUANTAN.png,61,1959
12,P089,Pahang,Bentong,2721,YB Dato' Sri,Liow Tiong Lai,1962.0,male,chinese,BN - MCA,Menteri Kesihatan,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P089-BENTONG1.jpg,62,1962
13,P089,Pahang,Bentong,2721,YB Dato' Sri,Liow Tiong Lai,1962.0,male,chinese,BN - MCA,Menteri Pengangkutan,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P089.jpg,62,1962
12,P122,WP Kuala Lumpur,Seputeh,2769,Y.B. Puan,Teresa Kok Suh Sim,1965.0,female,chinese,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P122-SEPUTEH1.jpg,63,1964
13,P122,WP Kuala Lumpur,Seputeh,2769,YB Puan,Teresa Kok Suh Sim,1964.0,female,chinese,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/TeresaKok.JPG,63,1964
14,P122,Kuala Lumpur,SEPUTEH,2769,YB PUAN,TERESA KOK,1964.0,female,chinese,PH - DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.122-SEPUTEH.png,63,1964
15,P122,Kuala Lumpur,Seputeh,2769,YB Puan,Teresa Kok Suh Sim,1964.0,female,chinese,PH,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P122.jpg,63,1964
12,P133,Negeri Sembilan,Tampin,2778,Y.B. Datuk Seri,Shaziman bin Abu Mansor,1964.0,male,bumiputera,BN - UMNO,Menteri Kerja Raya,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P133-TAMPIN.jpg,64,1964
13,P133,Negeri Sembilan,Tampin,2778,YB Datuk Seri,Shaziman Abu Mansor,1964.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P133.jpg,64,1964
12,P115,WP Kuala Lumpur,Batu,2789,Y.B. Tuan,Chua Tian Chang,1964.0,male,chinese,PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P115-BATU.jpg,65,1964
